bioguide_id,name,party,state,chamber,committees,top_industries_current_cycle,interest_group_ratings,external_links,notes
F000479,John Fetterman,D,PA,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_fetterman/456877"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00038201""}",
M001243,Dave McCormick,R,PA,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/dave_mccormick/456968"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00050244""}",
R000122,Jack Reed,D,RI,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_reed/300081"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00000362""}",
W000802,Sheldon Whitehouse,D,RI,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/sheldon_whitehouse/412247"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00027533""}",
G000359,Lindsey Graham,R,SC,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/lindsey_graham/300047"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00009975""}",
S001184,Tim Scott,R,SC,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/tim_scott/412471"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00031782""}",
R000605,Mike Rounds,R,SD,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mike_rounds/412669"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035187""}",
T000250,John Thune,R,SD,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_thune/400546"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00004572""}",
B001243,Marsha Blackburn,R,TN,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/marsha_blackburn/400032"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00003105""}",
H000601,Bill Hagerty,R,TN,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/bill_hagerty/456798"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00045369""}",
C001056,John Cornyn,R,TX,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_cornyn/300027"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00024852""}",
C001098,Ted Cruz,R,TX,senate,"[""Commerce, Science, and Transportation"", ""Foreign Relations"", ""Judiciary""]",[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ted_cruz/412573"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033085"", ""ballotpedia"": ""https://ballotpedia.org/Ted_Cruz"", ""wikipedia"": ""https://en.wikipedia.org/wiki/Ted_Cruz""}",
C001114,John Curtis,R,UT,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_curtis/412740"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041221""}",
L000577,Mike Lee,R,UT,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mike_lee/412495"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00031696""}",
K000384,Tim Kaine,D,VA,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/timothy_kaine/412582"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033177""}",
W000805,Mark Warner,D,VA,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mark_warner/412321"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00002097""}",
S000033,Bernie Sanders,I,VT,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/bernard_sanders/400357"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00000528""}",Independent caucusing with Democrats.
W000800,Peter Welch,D,VT,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/peter_welch/412239"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00000515""}",
C000127,Maria Cantwell,D,WA,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/maria_cantwell/300018"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00007836""}",
M001111,Patty Murray,D,WA,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/patty_murray/300076"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00007876""}",
B001230,Tammy Baldwin,D,WI,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/tammy_baldwin/400013"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00004367""}",
J000293,Ron Johnson,R,WI,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ron_johnson/412496"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00032546""}",
C001047,Shelley Capito,R,WV,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/shelley_capito/400061"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00009771""}",
J000312,Jim Justice,R,WV,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jim_justice/456969"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053062""}",
B001261,John Barrasso,R,WY,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_barrasso/412251"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00006236""}",
L000571,Cynthia Lummis,R,WY,senate,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/cynthia_lummis/412294"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00029788""}",
B001323,Nicholas Begich,R,AK,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/nicholas_begich/456970"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049408""}",
A000055,Robert Aderholt,R,AL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/robert_aderholt/400004"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00003028""}",
F000481,Shomari Figures,D,AL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/shomari_figures/456971"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053909""}",
M001212,Barry Moore,R,AL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/barry_moore/456800"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041295""}",
P000609,Gary Palmer,R,AL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/gary_palmer/412608"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035691""}",
R000575,Mike Rogers,R,AL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mike_rogers/400341"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00024759""}",
S001185,Terri Sewell,D,AL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/terri_sewell/412396"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030622""}",
S001220,Dale Strong,R,AL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/dale_strong/456878"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00048145""}",
C001087,Rick Crawford,R,AR,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/eric_crawford/412400"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030770""}",
H001072,J. Hill,R,AR,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/french_hill/412609"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035792""}",
W000821,Bruce Westerman,R,AR,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/bruce_westerman/412610"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035527""}",
W000809,Steve Womack,R,AR,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/steve_womack/412402"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00031857""}",
R000600,Aumua Amata Radewagen,R,AS,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/aumua_amata_radewagen/412664"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00007635""}",
A000381,Yassamin Ansari,D,AZ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/yassamin_ansari/456972"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00052497""}",
B001302,Andy Biggs,R,AZ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/andy_biggs/412683"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00039293""}",
C001133,Juan Ciscomani,R,AZ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/juan_ciscomani/456880"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049039""}",
C001132,Eli Crane,R,AZ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/eli_crane/456879"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00048953""}",
G000565,Paul Gosar,R,AZ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/paul_gosar/412397"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030771""}",
G000606,Adelita Grijalva,D,AZ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/adelita_grijalva/457037""}",
H001098,Abraham Hamadeh,R,AZ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/abraham_hamadeh/456973"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053795""}",
S001183,David Schweikert,R,AZ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/david_schweikert/412399"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00006460""}",
S001211,Greg Stanton,D,AZ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/greg_stanton/412753"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041750""}",
A000371,Pete Aguilar,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/pete_aguilar/412615"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033997""}",
B001300,Nanette Barragán,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/nanette_barragan/412687"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00037019""}",
B001287,Ami Bera,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ami_bera/412512"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030717""}",
B001285,Julia Brownley,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/julia_brownley/412516"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00034254""}",
C000059,Ken Calvert,R,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ken_calvert/400057"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00007099""}",
C001112,Salud Carbajal,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/salud_carbajal/412686"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00037015""}",
C001080,Judy Chu,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/judy_chu/412379"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030600""}",
C001123,Gilbert Cisneros,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/gilbert_cisneros/412757"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041464""}",
C001110,J. Correa,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/luis_correa/412688"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00037260""}",
C001059,Jim Costa,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jim_costa/400618"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00026341""}",
D000623,Mark DeSaulnier,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mark_desaulnier/412613"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030709""}",
F000480,Vince Fong,R,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/vince_fong/456958"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054216""}",
F000483,Laura Friedman,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/laura_friedman/456979"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00052209""}",
G000559,John Garamendi,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_garamendi/412382"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030856""}",
G000598,Robert Garcia,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/robert_garcia/456885"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049470""}",
G000585,Jimmy Gomez,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jimmy_gomez/412739"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00040597""}",
G000605,Adam Gray,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/adam_gray/456975"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00050061""}",
H001090,Josh Harder,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/josh_harder/412754"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00040853""}",
H001068,Jared Huffman,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jared_huffman/412511"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033030""}",
I000056,Darrell Issa,R,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/darrell_issa/400196"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00007017""}",
J000305,Sara Jacobs,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/sara_jacobs/456804"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042081""}",
K000400,Sydney Kamlager-Dove,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/sydney_kamlager_dove/456884"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049460""}",
K000389,Ro Khanna,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ro_khanna/412684"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00026427""}",
K000401,Kevin Kiley,I,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/kevin_kiley/456881"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00050259""}",
K000397,Young Kim,R,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/young_kim/456802"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042386""}",
L000593,Mike Levin,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mike_levin/412760"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00040667""}",
L000607,Sam Liccardo,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/sam_liccardo/456976"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054265""}",
L000582,Ted Lieu,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ted_lieu/412616"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035825""}",
L000397,Zoe Lofgren,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/zoe_lofgren/400245"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00007479""}",
M001163,Doris Matsui,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/doris_matsui/400663"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00027459""}",
M001177,Tom McClintock,R,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/tom_mcclintock/412295"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00006863""}",
M001241,Dave Min,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/dave_min/456981"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00040866""}",
M001225,Kevin Mullin,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/kevin_mullin/456883"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049438""}",
O000019,Jay Obernolte,R,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jay_obernolte/456801"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00045377""}",
P000613,Jimmy Panetta,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jimmy_panetta/412685"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00038601""}",
P000197,Nancy Pelosi,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/nancy_pelosi/400314"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00007360""}",
P000608,Scott Peters,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/scott_peters/412523"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033591""}",
R000620,Luz Rivas,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/luz_rivas/456978"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054215""}",
R000599,Raul Ruiz,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/raul_ruiz/412519"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033510""}",
S000344,Brad Sherman,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/brad_sherman/400371"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00006897""}",
S001231,Lateefah Simon,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/lateefah_simon/456974"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00052195""}",
S001156,Linda Sánchez,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/linda_sanchez/400355"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00024870""}",
T000472,Mark Takano,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mark_takano/412520"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00006701""}",
T000460,Mike Thompson,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mike_thompson/400403"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00007419""}",
T000474,Norma Torres,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/norma_torres/412617"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00036107""}",
T000491,Derek Tran,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/derek_tran/456980"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053582""}",
V000129,David Valadao,R,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/david_valadao/412515"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033367""}",
V000130,Juan Vargas,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/juan_vargas/412522"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00007021""}",
W000187,Maxine Waters,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/maxine_waters/400422"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00006690""}",
W000830,George Whitesides,D,CA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/george_whitesides/456977"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00052205""}",
B000825,Lauren Boebert,R,CO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/lauren_boebert/456805"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00045974""}",
C001137,Jeff Crank,R,CO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jeff_crank/456983"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00028132""}",
C001121,Jason Crow,D,CO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jason_crow/412762"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00040876""}",
D000197,Diana DeGette,D,CO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/diana_degette/400101"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00006134""}",
E000300,Gabe Evans,R,CO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/gabe_evans/456984"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053312""}",
H001100,Jeff Hurd,R,CO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jeff_hurd/456982"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053367""}",
N000191,Joe Neguse,D,CO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/joe_neguse/412761"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041080""}",
P000620,Brittany Pettersen,D,CO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/brittany_pettersen/456886"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00040878""}",
C001069,Joe Courtney,D,CT,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/joe_courtney/412193"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00024842""}",
D000216,Rosa DeLauro,D,CT,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/rosa_delauro/400103"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00000615""}",
H001081,Jahana Hayes,D,CT,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jahana_hayes/412763"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00043421""}",
H001047,Jim Himes,D,CT,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/james_himes/412282"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00029070""}",
L000557,John Larson,D,CT,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_larson/400233"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00000575""}",
N000147,Eleanor Norton,D,DC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/eleanor_norton/400295"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00001692""}",
M001238,Sarah McBride,D,DE,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/sarah_mcbride/456985"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00052698""}",
B001314,Aaron Bean,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/aaron_bean/456888"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00051369""}",
B001257,Gus Bilirakis,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/gus_bilirakis/412250"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00027462""}",
B001260,Vern Buchanan,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/vern_buchanan/412196"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00027626""}",
C001039,Kat Cammack,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/katherine_cammack/456806"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00045978""}",
C001066,Kathy Castor,D,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/kathy_castor/412195"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00027514""}",
D000600,Mario Diaz-Balart,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mario_diaz_balart/400108"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00025337""}",
D000032,Byron Donalds,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/byron_donalds/456808"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00034016""}",
D000628,Neal Dunn,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/neal_dunn/412691"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00037442""}",
F000484,Randy Fine,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/randall_fine/457035""}",
F000462,Lois Frankel,D,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/lois_frankel/412529"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00002893""}",
F000472,C. Franklin,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/scott_franklin/456807"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00046760""}",
F000476,Maxwell Frost,D,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/maxwell_frost/456890"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049075""}",
G000593,Carlos Gimenez,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/carlos_gimenez/456809"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00046394""}",
H001099,Mike Haridopolos,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mike_haridopolos/456986"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033076""}",
L000597,Laurel Lee,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/laurel_lee/456892"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00051178""}",
L000596,Anna Luna,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/anna_luna/456891"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00045228""}",
