bioguide_id,name,party,state,chamber,committees,top_industries_current_cycle,interest_group_ratings,external_links,notes
M001199,Brian Mast,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/brian_mast/412698"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00037269""}",
M001216,Cory Mills,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/cory_mills/456889"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00048179""}",
M001217,Jared Moskowitz,D,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jared_moskowitz/456893"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00050596""}",
P000622,Jimmy Patronis,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jimmy_patronis/457034""}",
R000609,John Rutherford,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_rutherford/412692"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00039777""}",
S000168,Maria Salazar,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/maria_salazar/456810"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042810""}",
W000797,Debbie Wasserman Schultz,D,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/debbie_wasserman_schultz/400623"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00026106""}",
S001200,Darren Soto,D,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/darren_soto/412695"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00037422""}",
S001214,W. Steube,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/gregory_steube/412766"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042808""}",
W000806,Daniel Webster,R,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/daniel_webster/412410"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00026335""}",
W000808,Frederica Wilson,D,FL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/frederica_wilson/412412"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030650""}",
A000372,Rick Allen,R,GA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/rick_allen/412625"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033720""}",
B000490,Sanford Bishop,D,GA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/sanford_bishop/400030"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00002674""}",
C001103,Buddy Carter,R,GA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/earl_carter/412622"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035346""}",
C001116,Andrew Clyde,R,GA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/andrew_clyde/456813"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00046654""}",
C001129,Mike Collins,R,GA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mike_collins/456895"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035370""}",
F000485,Clay Fuller,R,GA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/clay_fuller/457041""}",
J000311,Brian Jack,R,GA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/brian_jack/456987"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00055118""}",
J000288,Hank Johnson,D,GA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/henry_johnson/412199"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00027848""}",
L000583,Barry Loudermilk,R,GA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/barry_loudermilk/412624"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035347""}",
M001208,Lucy McBath,D,GA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/lucy_mcbath/412769"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042813""}",
M001218,Rich McCormick,R,GA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/rich_mccormick/456894"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00044520""}",
S001189,Austin Scott,R,GA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/austin_scott/412417"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00032457""}",
W000788,Nikema Williams,D,GA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/nikema_williams/456811"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00047361""}",
M001219,James (Jim) Moylan,R,GU,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/james_jim_moylan/456896"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00050604""}",
C001055,Ed Case,D,HI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ed_case/400069"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00025882""}",
T000487,Jill Tokuda,D,HI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jill_tokuda/456897"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00051049""}",
F000446,Randy Feenstra,R,IA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/randy_feenstra/456818"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00044011""}",
H001091,Ashley Hinson,R,IA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ashley_hinson/456816"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00044521""}",
M001215,Mariannette Miller-Meeks,R,IA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mariannette_miller_meeks/456817"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00029495""}",
N000193,Zachary (Zach) Nunn,R,IA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/zachary_zach_nunn/456898"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00048870""}",
F000469,Russ Fulcher,R,ID,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/russ_fulcher/412773"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041335""}",
S001148,Mike Simpson,R,ID,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/michael_simpson/400376"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00006263""}",
B001295,Mike Bost,R,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mike_bost/412629"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035420""}",
B001315,Nicole (Nikki) Budzinski,D,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/nicole_nikki_budzinski/456901"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049102""}",
C001117,Sean Casten,D,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/sean_casten/412775"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041338""}",
D000096,Danny Davis,D,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/danny_davis/400093"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00004884""}",
F000454,Bill Foster,D,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/bill_foster/412257"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00029139""}",
G000586,Chuy García,D,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jesus_garcia/412774"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042114""}",
J000309,Jonathan Jackson,D,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jonathan_jackson/456899"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00050105""}",
K000385,Robin Kelly,D,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/robin_kelly/412595"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035215""}",
K000391,Raja Krishnamoorthi,D,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/raja_krishnamoorthi/412701"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033240""}",
L000585,Darin LaHood,R,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/darin_lahood/412674"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00037031""}",
M001211,Mary Miller,R,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mary_miller/456820"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00045703""}",
Q000023,Mike Quigley,D,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mike_quigley/412331"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030581""}",
R000617,Delia Ramirez,D,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/delia_ramirez/456900"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049548""}",
S001145,Jan Schakowsky,D,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/janice_schakowsky/400360"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00004724""}",
S001190,Brad Schneider,D,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/bradley_schneider/412534"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033101""}",
S001225,Eric Sorensen,D,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/eric_sorensen/456902"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049558""}",
U000040,Lauren Underwood,D,IL,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/lauren_underwood/412776"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041569""}",
B001307,James Baird,R,IN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/james_baird/412777"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041954""}",
C001072,André Carson,D,IN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/andre_carson/412258"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00029513""}",
H001093,Erin Houchin,R,IN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/erin_houchin/456903"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00037427""}",
M001233,Mark Messmer,R,IN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mark_messmer/456989"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054523""}",
M001214,Frank Mrvan,D,IN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/frank_mrvan/456821"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00045905""}",
S001229,Jefferson Shreve,R,IN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jefferson_shreve/456988"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054651""}",
S000929,Victoria Spartz,R,IN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/victoria_spartz/456822"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00046537""}",
S001188,Marlin Stutzman,R,IN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/marlin_stutzman/412392"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030891""}",
Y000067,Rudy Yakym,R,IN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/rudy_yakym/456873"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00051733""}",
D000629,Sharice Davids,D,KS,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/sharice_davids/412780"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042626""}",
E000298,Ron Estes,R,KS,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ron_estes/412735"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00040712""}",
M000871,Tracey Mann,R,KS,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/tracey_mann/456823"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030743""}",
S001228,Derek Schmidt,R,KS,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/derek_schmidt/456990"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00055179""}",
B001282,Andy Barr,R,KY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/garland_barr/412541"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00031233""}",
C001108,James Comer,R,KY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/james_comer/412676"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00038260""}",
G000558,Brett Guthrie,R,KY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/brett_guthrie/412278"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00029675""}",
M001184,Thomas Massie,R,KY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/thomas_massie/412503"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00034041""}",
M001220,Morgan McGarvey,D,KY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/morgan_mcgarvey/456904"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049295""}",
R000395,Hal Rogers,R,KY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/harold_rogers/400340"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00003473""}",
C001125,Troy Carter,D,LA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/troy_carter/456860"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00025766""}",
F000110,Cleo Fields,D,LA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/cleo_fields/404067"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00005398""}",
H001077,Clay Higgins,R,LA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/clay_higgins/412705"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00039953""}",
J000299,Mike Johnson,R,LA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mike_johnson/412706"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00039106""}",Speaker of the House (119th Congress).
L000595,Julia Letlow,R,LA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/julia_letlow/456859"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00047972""}",
S001176,Steve Scalise,R,LA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/steve_scalise/412261"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00009660""}",
A000148,Jake Auchincloss,D,MA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jake_auchincloss/456825"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00045506""}",
C001101,Katherine Clark,D,MA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/katherine_clark/412600"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035278""}",
K000375,William Keating,D,MA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/william_keating/412435"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00031933""}",
L000562,Stephen Lynch,D,MA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/stephen_lynch/400249"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00013855""}",
M000312,Jim McGovern,D,MA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/james_mcgovern/400263"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00000179""}",
M001196,Seth Moulton,D,MA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/seth_moulton/412632"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035431""}",
N000015,Richard Neal,D,MA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/richard_neal/400291"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00000153""}",
P000617,Ayanna Pressley,D,MA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ayanna_pressley/412782"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042581""}",
T000482,Lori Trahan,D,MA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/lori_trahan/412781"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041808""}",
M001232,April McClain Delaney,D,MD,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/april_mcclain_delaney/456993"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053899""}",
E000301,Sarah Elfreth,D,MD,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/sarah_elfreth/456992"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053710""}",
H001052,Andy Harris,R,MD,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/andy_harris/412434"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00029147""}",
H000874,Steny Hoyer,D,MD,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/steny_hoyer/400189"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00001821""}",
I000058,Glenn Ivey,D,MD,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/glenn_ivey/456905"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033749""}",
M000687,Kweisi Mfume,D,MD,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/kweisi_mfume/407672"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00001799""}",
O000176,Johnny Olszewski,D,MD,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/johnny_olszewski/456991"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054814""}",
R000606,Jamie Raskin,D,MD,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jamie_raskin/412708"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00037036""}",
G000592,Jared Golden,D,ME,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jared_golden/412842"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041668""}",
P000597,Chellie Pingree,D,ME,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/chellie_pingree/412307"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00013817""}",
B001321,Tom Barrett,R,MI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/tom_barrett/456994"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049596""}",
B001301,Jack Bergman,R,MI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jack_bergman/412709"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00039533""}",
D000624,Debbie Dingell,D,MI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/debbie_dingell/412637"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00036149""}",
H001058,Bill Huizenga,R,MI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/bill_huizenga/412437"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030673""}",
J000307,John James,R,MI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_james/456907"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041550""}",
M001136,Lisa McClain,R,MI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/lisa_mcclain/456827"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00045730""}",
M001194,John Moolenaar,R,MI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_moolenaar/412634"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00036275""}",
M001237,Kristen McDonald Rivet,D,MI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/kristen_mcdonald_rivet/456995"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054163""}",
S001221,Hillary Scholten,D,MI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/hillary_scholten/456906"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00044885""}",
S001215,Haley Stevens,D,MI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/haley_stevens/412786"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00040915""}",
T000488,Shri Thanedar,D,MI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/shri_thanedar/456908"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049602""}",
T000481,Rashida Tlaib,D,MI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/rashida_tlaib/412787"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042649""}",
W000798,Tim Walberg,R,MI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/tim_walberg/412213"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00026368""}",
C001119,Angie Craig,D,MN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/angie_craig/412789"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00037039""}",
E000294,Tom Emmer,R,MN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/tom_emmer/412639"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035440""}",
F000475,Brad Finstad,R,MN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/brad_finstad/456869"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00050649""}",
F000470,Michelle Fischbach,R,MN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/michelle_fischbach/456828"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00045251""}",
M001143,Betty McCollum,D,MN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/betty_mccollum/400259"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00012942""}",
M001234,Kelly Morrison,D,MN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/kelly_morrison/456996"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053930""}",
O000173,Ilhan Omar,D,MN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ilhan_omar/412791"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00043581""}",
S001212,Pete Stauber,R,MN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/pete_stauber/412792"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041511""}",
A000379,Mark Alford,R,MO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mark_alford/456909"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049617""}",
B001324,Wesley Bell,D,MO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/wesley_bell/456997"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053042""}",
B001316,Eric Burlison,R,MO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/eric_burlison/456910"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049123""}",
C001061,Emanuel Cleaver,D,MO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/emanuel_cleaver/400639"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00026790""}",
G000546,Sam Graves,R,MO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/sam_graves/400158"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00013323""}",
O000177,Robert Onder,R,MO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/robert_onder/456998"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030025""}",
S001195,Jason Smith,R,MO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jason_smith/412596"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035282""}",
W000812,Ann Wagner,R,MO,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ann_wagner/412548"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033106""}",
K000404,Kimberlyn King-Hinds,R,MP,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/kimberlyn_king_hinds/456999""}",
E000235,Mike Ezell,R,MS,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mike_ezell/456911"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00048240""}",
G000591,Michael Guest,R,MS,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/michael_guest/412793"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042458""}",
K000388,Trent Kelly,R,MS,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/trent_kelly/412673"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00037003""}",
T000193,Bennie Thompson,D,MS,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/bennie_thompson/400402"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00003288""}",
D000634,Troy Downing,R,MT,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/troy_downing/457000"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041283""}",
Z000018,Ryan Zinke,R,MT,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ryan_zinke/412640"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035616""}",
